"member","variable","measure","h","logdens","crps","rmse"
"medium_minn","gdp_growth","ye",5,-3.9574782057837,1.40252197374446,2.71857031242182
"medium_minn","gdp_growth","ye",6,-6.86942307862635,1.46914406800278,2.77629978863322
"medium_minn","gdp_growth","ye",7,-8.2056275704811,1.52954006057907,2.82790329796291
"medium_minn","gdp_growth","ye",8,-6.10483398550982,1.57309657678379,2.88488422901065
"medium_minn","gdp_growth","ye",9,-3.62550170453043,1.59386513581852,2.89756038974873
"medium_minn","unemp_rate","q",1,0.0908574127952643,0.14638278830057,0.336466596142153
"medium_minn","unemp_rate","q",10,-1.70698711984708,0.761112794404473,1.40874517245025
"medium_minn","unemp_rate","q",11,-1.73418286381707,0.780910031229778,1.43284245133399
"medium_minn","unemp_rate","q",12,-1.75613337765222,0.796264417293926,1.46643991702332
"medium_minn","unemp_rate","q",2,-0.713601232897641,0.272104662960517,0.562133126583242
"medium_minn","unemp_rate","q",3,-1.26157725418983,0.38757884324801,0.769003790580738
"medium_minn","unemp_rate","q",4,-1.42850808395643,0.465592603606433,0.918110489099942
"medium_minn","unemp_rate","q",5,-1.38825681500244,0.537823456854668,1.06055002556986
"medium_minn","unemp_rate","q",6,-1.51433490748595,0.604009455319567,1.17330906310041
"medium_minn","unemp_rate","q",7,-1.55020245249312,0.67099104120978,1.30797371758292
"medium_minn","unemp_rate","q",8,-1.63726162170361,0.721804347157294,1.37666065234855
"medium_minn","unemp_rate","q",9,-1.6605380028266,0.740276336827172,1.38667629317707
"rw","cash_rate","q",1,-0.347161861490251,0.182509079774996,0.352204599743315
"rw","cash_rate","q",10,-2.41692955589256,1.41925737969618,2.41354595652638
"rw","cash_rate","q",11,-2.56079203426189,1.5472933577215,2.55953075729625
"rw","cash_rate","q",12,-2.70323033146877,1.66994278538012,2.68381628802029
"rw","cash_rate","q",2,-0.816626347043056,0.320412470408822,0.658447991627502
"rw","cash_rate","q",3,-1.10403436853672,0.455972338776076,0.937533321249698
"rw","cash_rate","q",4,-1.33053567882082,0.590426220494576,1.19400269006892
"rw","cash_rate","q",5,-1.5569670811706,0.727516854385717,1.42854694861283
"rw","cash_rate","q",6,-1.74937425704332,0.861000670993738,1.64671761982959
"rw","cash_rate","q",7,-1.97440626358483,0.993710009735497,1.86273365522187
"rw","cash_rate","q",8,-2.08079299520121,1.13550804915632,2.06161692651147
"rw","cash_rate","q",9,-2.27167923009466,1.28451615323091,2.24601394714313
"rw","cpi_inflation","cum",10,-2.96854799132523,2.59433878093196,4.79750095319658
"rw","cpi_inflation","cum",11,-3.09196960111954,2.94188031582859,5.38707947945319
"rw","cpi_inflation","cum",12,-3.22275323634482,3.3557035054199,6.04224802927857
"rw","cpi_inflation","cum",2,-0.65011640596538,0.27866870932666,0.514911607235959
"rw","cpi_inflation","cum",3,-1.13201343025778,0.457897733859186,0.87034385993533
"rw","cpi_inflation","cum",4,-1.50599945328419,0.674152505822193,1.30119262311128
"rw","cpi_inflation","cum",5,-1.82680702310568,0.925755954763594,1.79573750709673
"rw","cpi_inflation","cum",6,-2.07923850888544,1.17999344932695,2.30456540364717
"rw","cpi_inflation","cum",7,-2.34180861740247,1.49566255188867,2.88616584605174
"rw","cpi_inflation","cum",8,-2.58190328766499,1.8324400944638,3.48629532808831
"rw","cpi_inflation","cum",9,-2.79520526673198,2.198858676063,4.13226410685236
"rw","cpi_inflation","q",1,0.0616774717835587,0.131406384204454,0.235319434475015
"rw","cpi_inflation","q",10,-1.1646719741039,0.416885318961117,0.729921922001513
"rw","cpi_inflation","q",11,-1.17412046288725,0.419035822175031,0.723347572717634
"rw","cpi_inflation","q",12,-1.17657374313677,0.43056484842992,0.725911725144395
"rw","cpi_inflation","q",2,-0.177480483839407,0.170417080178512,0.321063693946332
"rw","cpi_inflation","q",3,-0.337231796853216,0.205778304303601,0.401790361989122
"rw","cpi_inflation","q",4,-0.493155475876486,0.248311901012252,0.480665622414263
"rw","cpi_inflation","q",5,-0.643990266875081,0.279834806022289,0.545722758917253
"rw","cpi_inflation","q",6,-0.775932177722005,0.30290947944405,0.585999120003955
"rw","cpi_inflation","q",7,-0.963438020310739,0.336533864662269,0.636643472193587
"rw","cpi_inflation","q",8,-1.04463182789023,0.361102671704101,0.665919385575815
"rw","cpi_inflation","q",9,-1.1584159692392,0.394849484752653,0.713264879952657
"rw","cpi_inflation","ye",1,0.0616774717835586,0.131406384204454,0.235319434475015
"rw","cpi_inflation","ye",10,-2.46448635677142,1.49753072549093,2.69885504112071
"rw","cpi_inflation","ye",11,-2.47838047017048,1.58426376644503,2.78329156383216
"rw","cpi_inflation","ye",12,-2.54111658621063,1.66448996512967,2.84853322782922
"rw","cpi_inflation","ye",2,-0.65011640596538,0.27866870932666,0.514911607235959
"rw","cpi_inflation","ye",3,-1.13201343025778,0.457897733859186,0.87034385993533
"rw","cpi_inflation","ye",4,-1.50599945328419,0.674152505822193,1.30119262311128
"rw","cpi_inflation","ye",5,-1.7307558998095,0.83853995424423,1.63819380073974
"rw","cpi_inflation","ye",6,-1.88969113312664,0.975457238008669,1.91044647053717
"rw","cpi_inflation","ye",7,-2.07655384254306,1.12125643630523,2.16829076971765
"rw","cpi_inflation","ye",8,-2.23878936119137,1.25143783821677,2.36727035329874
"rw","cpi_inflation","ye",9,-2.37310976821361,1.37822753494621,2.54757221831943
"rw","gdp_growth","cum",10,-6.86924965382948,8.81472493665412,19.5845829305714
"rw","gdp_growth","cum",11,-6.63138684255874,9.96956086438051,21.8206111672361
"rw","gdp_growth","cum",12,-6.43641173575823,11.0838663714697,24.0921262187396
"rw","gdp_growth","cum",2,-17.1014314665275,1.71458458676917,4.32273793659761
"rw","gdp_growth","cum",3,-13.4375559905878,2.50549899606527,6.18639614607544
"rw","gdp_growth","cum",4,-10.6546861192854,3.26354398053425,7.80685838137271
"rw","gdp_growth","cum",5,-8.50760903218954,3.90990531154927,9.13545649571898
"rw","gdp_growth","cum",6,-8.41401700140612,4.73133240534746,11.2977200231726
"rw","gdp_growth","cum",7,-7.81619925405773,5.68992188582966,13.2779670750338
"rw","gdp_growth","cum",8,-7.45131322448812,6.71108595941551,15.3791574695318
"rw","gdp_growth","cum",9,-7.10128859034112,7.76198159595736,17.4499766503027
"rw","gdp_growth","q",1,-Inf,0.941331538873139,2.37667143140774
"rw","gdp_growth","q",10,-2.75902925272887,1.4156701165009,2.62354018211805
"rw","gdp_growth","q",11,-2.60949300531,1.43860078365527,2.67767271229718
"rw","gdp_growth","q",12,-2.53114160466965,1.44678366791208,2.66136472356983
"rw","gdp_growth","q",2,-14.3045537029356,1.10028060082917,2.54539646554293
"rw","gdp_growth","q",3,-8.81110572018627,1.17163005630558,2.51689307417753
"rw","gdp_growth","q",4,-5.10235645370654,1.16413957049428,2.32637769910577
"rw","gdp_growth","q",5,-3.26752740516413,1.03220105589665,2.02988345298085
"rw","gdp_growth","q",6,-4.53926192410776,1.26462144745323,2.63659867724041
"rw","gdp_growth","q",7,-2.96087877492357,1.34731338287897,2.54216083556096
"rw","gdp_growth","q",8,-3.08818833757234,1.38737849773134,2.6087458645319
"rw","gdp_growth","q",9,-2.73330028639888,1.37487238902781,2.59042104332527
"rw","gdp_growth","ye",1,-Inf,0.941331538873139,2.37667143140774
"rw","gdp_growth","ye",10,-3.86424477956124,4.24359156019193,8.13659363071926
"rw","gdp_growth","ye",11,-3.82182489142884,4.34402083188562,8.21342875119752
"rw","gdp_growth","ye",12,-3.77631021902523,4.40017763023744,8.2079298347565
"rw","gdp_growth","ye",2,-17.1014314665275,1.71458458676917,4.32273793659761
"rw","gdp_growth","ye",3,-13.4375559905878,2.50549899606527,6.18639614607544
"rw","gdp_growth","ye",4,-10.6546861192854,3.26354398053425,7.80685838137271
"rw","gdp_growth","ye",5,-6.23507400385405,3.43471496475727,7.36271070750939
"rw","gdp_growth","ye",6,-5.25148926684003,3.48954803693254,7.3656828193933
"rw","gdp_growth","ye",7,-4.57288745114225,3.58518042592873,7.2939855618267
"rw","gdp_growth","ye",8,-4.0572644171493,3.77400714339316,7.61687298198343
"rw","gdp_growth","ye",9,-4.1933370746705,4.11622042573144,8.2468184712452
"rw","unemp_rate","q",1,-4.96507828125042,0.168883516029091,0.391151147444055
"rw","unemp_rate","q",10,-4.99139112610155,0.832824952847301,1.44943183019139
"rw","unemp_rate","q",11,-4.66537903203537,0.869465975546338,1.47921918006085
"rw","unemp_rate","q",12,-4.35812506321722,0.912618520198098,1.50929518622552
"rw","unemp_rate","q",2,-5.0944733221744,0.309736012301253,0.637375617160163
"rw","unemp_rate","q",3,-5.3588622678581,0.448346136874826,0.83943887912639
"rw","unemp_rate","q",4,-4.98653752189557,0.544635663869053,0.983896170505539
"rw","unemp_rate","q",5,-4.08487264455599,0.613508652940869,1.11011001699286
"rw","unemp_rate","q",6,-4.95130212833497,0.678721520330294,1.22809055472516
"rw","unemp_rate","q",7,-4.96138837319057,0.737743380504818,1.33478838614261
"rw","unemp_rate","q",8,-5.61181201630709,0.77735119276162,1.39082118092177
"rw","unemp_rate","q",9,-4.92002039422054,0.804316815921197,1.42444590527722
"small_loose_p5","cash_rate","q",1,-0.111808655996773,0.162072928244825,0.355154718964197
"small_loose_p5","cash_rate","q",10,-2.53910359016605,1.70012118916978,2.8713912476121
"small_loose_p5","cash_rate","q",11,-2.66319210731996,1.89510485613356,3.15937883836801
"small_loose_p5","cash_rate","q",12,-2.76981844495593,2.0755921230399,3.43303055083673
"small_loose_p5","cash_rate","q",2,-0.798069232928859,0.320348188036975,0.651246510725508
"small_loose_p5","cash_rate","q",3,-1.15681111266598,0.44801887076417,0.865348813840207
"small_loose_p5","cash_rate","q",4,-1.45858599485545,0.608585837918798,1.13039355508354
"small_loose_p5","cash_rate","q",5,-1.66725329093093,0.77656339372745,1.42549574996443
"small_loose_p5","cash_rate","q",6,-1.87610080839985,0.939722400494135,1.69195955521347
"small_loose_p5","cash_rate","q",7,-2.04793834918095,1.10772306615399,1.95462151767389
"small_loose_p5","cash_rate","q",8,-2.19901001075649,1.27623955293465,2.22081747557088
"small_loose_p5","cash_rate","q",9,-2.36302468359005,1.48521116972189,2.54604055097884
"small_loose_p5","cpi_inflation","cum",10,-27.2905405015844,3.29966598950368,5.11144924070741
"small_loose_p5","cpi_inflation","cum",11,-23.3355733888126,3.69276484103373,5.65305128767641
"small_loose_p5","cpi_inflation","cum",12,-19.3291589308606,4.11687834166495,6.20957472829805
"small_loose_p5","cpi_inflation","cum",2,-3.35425300354021,0.398561634837355,0.764761936004954
"small_loose_p5","cpi_inflation","cum",3,-7.14365695706128,0.649317973939091,1.23349606833075
"small_loose_p5","cpi_inflation","cum",4,-11.7375303825081,0.935064583480394,1.73213201333916
"small_loose_p5","cpi_inflation","cum",5,-19.0600856338368,1.25826640113136,2.24596665743448
"small_loose_p5","cpi_inflation","cum",6,-25.5084917626534,1.61939676689011,2.78656922373014
"small_loose_p5","cpi_inflation","cum",7,-30.0422680356955,2.01162951942417,3.34873440881933
"small_loose_p5","cpi_inflation","cum",8,-29.9797832698264,2.4356220429641,3.93198593354324
"small_loose_p5","cpi_inflation","cum",9,-29.9163533857816,2.87207533560133,4.52792812985906
"small_loose_p5","cpi_inflation","q",1,-0.467993430449682,0.192264652660372,0.369783663291771
"small_loose_p5","cpi_inflation","q",10,-7.4321728391795,0.435471530136445,0.71158171899943
"small_loose_p5","cpi_inflation","q",11,-6.46025071096698,0.427940367311288,0.689968047513739
"small_loose_p5","cpi_inflation","q",12,-3.87312116845357,0.422407393690452,0.667976152187403
"small_loose_p5","cpi_inflation","q",2,-2.47829116604353,0.225625826565003,0.431099084962985
"small_loose_p5","cpi_inflation","q",3,-4.96323360521783,0.266058670436499,0.502281607358654
"small_loose_p5","cpi_inflation","q",4,-8.73745606786994,0.2954795497846,0.54214403771688
"small_loose_p5","cpi_inflation","q",5,-14.1537140898286,0.324315313197049,0.57373655107883
"small_loose_p5","cpi_inflation","q",6,-12.5985516912819,0.358885596281224,0.612273202426271
"small_loose_p5","cpi_inflation","q",7,-11.9949343123334,0.390010504740577,0.654421381258728
"small_loose_p5","cpi_inflation","q",8,-9.67844968025463,0.414993610492411,0.687309396841527
"small_loose_p5","cpi_inflation","q",9,-9.03185794394309,0.429619390613879,0.71005559214917
"small_loose_p5","cpi_inflation","ye",1,-0.467993430449682,0.192264652660372,0.369783663291771
"small_loose_p5","cpi_inflation","ye",10,-17.4838608931388,1.71674359028817,2.70837191061201
"small_loose_p5","cpi_inflation","ye",11,-12.8078539769702,1.7498713452157,2.74515727393207
"small_loose_p5","cpi_inflation","ye",12,-9.52578802995917,1.75047175113618,2.72968813503021
"small_loose_p5","cpi_inflation","ye",2,-3.35425300354021,0.398561634837355,0.764761936004954
"small_loose_p5","cpi_inflation","ye",3,-7.14365695706128,0.649317973939091,1.23349606833075
"small_loose_p5","cpi_inflation","ye",4,-11.7375303825081,0.935064583480394,1.73213201333916
"small_loose_p5","cpi_inflation","ye",5,-22.6998812990811,1.10696671630033,1.95036349651587
"small_loose_p5","cpi_inflation","ye",6,-32.1464243840059,1.26528059753625,2.1352324913591
"small_loose_p5","cpi_inflation","ye",7,-35.1579861940933,1.41308942925887,2.30095240900891
"small_loose_p5","cpi_inflation","ye",8,-30.0540625572502,1.54278698615041,2.4594168408379
"small_loose_p5","cpi_inflation","ye",9,-22.9904993112846,1.64605994800608,2.60344866307654
"small_loose_p5","gdp_growth","cum",10,-3.41875245896086,2.32658796937759,3.94990218148466
"small_loose_p5","gdp_growth","cum",11,-3.06208386736286,2.32412887860835,4.02326804776875
"small_loose_p5","gdp_growth","cum",12,-3.17248190218952,2.3125302691509,4.07907565143386
"small_loose_p5","gdp_growth","cum",2,-16.2114377503775,0.982248934768149,2.15915330985217
"small_loose_p5","gdp_growth","cum",3,-10.1331212175917,1.19559042242478,2.43926804866043
"small_loose_p5","gdp_growth","cum",4,-9.02976245170355,1.3758927890861,2.60828204655323
"small_loose_p5","gdp_growth","cum",5,-6.26430504059765,1.53620415967276,2.75151202630546
"small_loose_p5","gdp_growth","cum",6,-5.89790643339406,1.83176463909289,3.18287007860152
"small_loose_p5","gdp_growth","cum",7,-5.04358522166669,2.02646572732688,3.4602293068755
"small_loose_p5","gdp_growth","cum",8,-5.54214637115617,2.17335185564053,3.69126994485235
"small_loose_p5","gdp_growth","cum",9,-4.1539340710042,2.26578036255197,3.8248115396575
"small_loose_p5","gdp_growth","q",1,-17.9364063486501,0.627064378340812,1.56622320184593
"small_loose_p5","gdp_growth","q",10,-24.0044568329165,0.842188533228451,1.85022787606123
"small_loose_p5","gdp_growth","q",11,-28.091279768278,0.862754938088892,1.88818506776377
"small_loose_p5","gdp_growth","q",12,-26.0733408360706,0.883304242167713,1.92450629665442
"small_loose_p5","gdp_growth","q",2,-Inf,0.669925899412644,1.64025512398193
"small_loose_p5","gdp_growth","q",3,-Inf,0.707027641504896,1.67487935455574
"small_loose_p5","gdp_growth","q",4,-24.3093497923977,0.74147889804228,1.70236057560769
"small_loose_p5","gdp_growth","q",5,-24.0980552206639,0.756220481265595,1.72655581823999
"small_loose_p5","gdp_growth","q",6,-26.742848283415,0.792155604344487,1.75876874240507
"small_loose_p5","gdp_growth","q",7,-23.0848905040258,0.802761756607381,1.77952236948945
"small_loose_p5","gdp_growth","q",8,-24.1157027189432,0.808211266742317,1.79863753975009
"small_loose_p5","gdp_growth","q",9,-21.6676670464782,0.822763410034023,1.81967102975163
"small_loose_p5","gdp_growth","ye",1,-17.9364063486501,0.627064378340812,1.56622320184593
"small_loose_p5","gdp_growth","ye",10,-9.13186307480124,1.57134478414638,2.87933743239501
"small_loose_p5","gdp_growth","ye",11,-8.49393481214871,1.56033647965799,2.88554841927136
"small_loose_p5","gdp_growth","ye",12,-9.04540931402382,1.55291761616981,2.90748510230699
"small_loose_p5","gdp_growth","ye",2,-16.2114377503775,0.982248934768149,2.15915330985217
"small_loose_p5","gdp_growth","ye",3,-10.1331212175917,1.19559042242478,2.43926804866043
"small_loose_p5","gdp_growth","ye",4,-9.02976245170355,1.3758927890861,2.60828204655323
"small_loose_p5","gdp_growth","ye",5,-9.81031480155932,1.43062437564536,2.71919302667602
"small_loose_p5","gdp_growth","ye",6,-11.1526153271416,1.48385055809507,2.78877347027635
"small_loose_p5","gdp_growth","ye",7,-10.555492814006,1.56453636147636,2.85946361910036
"small_loose_p5","gdp_growth","ye",8,-10.1244796292855,1.60995968197742,2.90526484355647
"small_loose_p5","gdp_growth","ye",9,-8.94004760408648,1.59663396827604,2.91711830041065
"small_loose_p5","unemp_rate","q",1,-7.59302853448187,0.154504462491491,0.354492458167357
"small_loose_p5","unemp_rate","q",10,-1.96214097727139,0.795594898266397,1.42810351374007
"small_loose_p5","unemp_rate","q",11,-1.83648954874452,0.804105845168319,1.44240736398121
"small_loose_p5","unemp_rate","q",12,-1.7815824593505,0.80849762675289,1.46982739445049
"small_loose_p5","unemp_rate","q",2,-4.42321141538924,0.295407530267589,0.598141860497586
"small_loose_p5","unemp_rate","q",3,-2.49245479933182,0.438951721031434,0.837100280372217
"small_loose_p5","unemp_rate","q",4,-2.00479407260781,0.545728924887104,1.00463295538325
"small_loose_p5","unemp_rate","q",5,-1.97633924297867,0.623284340913753,1.14134664234283
"small_loose_p5","unemp_rate","q",6,-2.02213011263579,0.687423351009098,1.22937551111651
"small_loose_p5","unemp_rate","q",7,-2.12343808329727,0.746890198620589,1.34312643009308
"small_loose_p5","unemp_rate","q",8,-2.10276588947017,0.779590143997927,1.39521327431019
"small_loose_p5","unemp_rate","q",9,-2.07907702581503,0.786975481050742,1.41334402681218
"small_minn","cash_rate","q",1,-0.110955411719226,0.144950632292514,0.292007899995639
"small_minn","cash_rate","q",10,-2.49403095447332,1.50250338413363,2.51621809795964
"small_minn","cash_rate","q",11,-2.61670209024309,1.65775286368771,2.72016893107873
"small_minn","cash_rate","q",12,-2.69133201680185,1.78507352383359,2.89501572833821
"small_minn","cash_rate","q",2,-0.665754847856255,0.258751408680287,0.531225260334971
"small_minn","cash_rate","q",3,-1.00287307502176,0.379418679315676,0.774224182351566
"small_minn","cash_rate","q",4,-1.30771761332871,0.527115780019397,1.04488784034885
"small_minn","cash_rate","q",5,-1.60350717943232,0.68744728367556,1.3173484549387
"small_minn","cash_rate","q",6,-1.83492153474845,0.848077520781814,1.57327271421257
"small_minn","cash_rate","q",7,-2.03829191896883,0.999057447306266,1.80644500395435
"small_minn","cash_rate","q",8,-2.19758529838715,1.15194582811319,2.03323936652405
"small_minn","cash_rate","q",9,-2.34576915882103,1.32991899764504,2.28033589981148
"small_minn","cpi_inflation","cum",10,-36.1277978031241,2.90215120472362,4.54661859002861
"small_minn","cpi_inflation","cum",11,-37.9961516972539,3.29194268126053,5.02638924354692
"small_minn","cpi_inflation","cum",12,-35.8612357165573,3.71420623532406,5.51091416881066
"small_minn","cpi_inflation","cum",2,-2.73591721776246,0.353216922062599,0.701344162466434
"small_minn","cpi_inflation","cum",3,-6.41328802239173,0.574946595322128,1.13295569764657
"small_minn","cpi_inflation","cum",4,-12.8106030606845,0.826906819705858,1.5871906861574
"small_minn","cpi_inflation","cum",5,-18.2232662346304,1.10598134649668,2.05951349099014
"small_minn","cpi_inflation","cum",6,-25.4193819809071,1.40806981709003,2.54275553830864
"small_minn","cpi_inflation","cum",7,-29.8941776653418,1.74626347671504,3.04262618028064
"small_minn","cpi_inflation","cum",8,-33.7964153304943,2.1132873201775,3.54288250472335
"small_minn","cpi_inflation","cum",9,-35.8745405392431,2.50141710136504,4.04836560260133
"small_minn","cpi_inflation","q",1,-0.419385370784767,0.169832655719673,0.332625049158774
"small_minn","cpi_inflation","q",10,-15.1783561546424,0.374420454872864,0.612795894887282
"small_minn","cpi_inflation","q",11,-12.6554381627067,0.377358592447553,0.609082281242789
"small_minn","cpi_inflation","q",12,-10.8685036211148,0.387264629011579,0.608308260607259
"small_minn","cpi_inflation","q",2,-2.06200425745509,0.202129125325214,0.400389109142849
"small_minn","cpi_inflation","q",3,-6.43691804219599,0.234795952751516,0.463052342188318
"small_minn","cpi_inflation","q",4,-10.1814464879502,0.261753998370338,0.497622221544187
"small_minn","cpi_inflation","q",5,-16.5286830512361,0.288667435362078,0.527812003363601
"small_minn","cpi_inflation","q",6,-16.6744636100738,0.311841669302091,0.55435126464782
"small_minn","cpi_inflation","q",7,-16.6269568604043,0.337845105223166,0.58187456126109
"small_minn","cpi_inflation","q",8,-15.3325721978831,0.356026403887616,0.594913077369442
"small_minn","cpi_inflation","q",9,-17.1825641466856,0.369622290289593,0.610510366077104
"small_minn","cpi_inflation","ye",1,-0.419385370784768,0.169832655719673,0.332625049158774
"small_minn","cpi_inflation","ye",10,-34.3911992864404,1.47157995799264,2.326167805849
"small_minn","cpi_inflation","ye",11,-30.1959050948391,1.5137379807512,2.35540318273737
"small_minn","cpi_inflation","ye",12,-28.9714537107101,1.54321611308939,2.36745468113901
"small_minn","cpi_inflation","ye",2,-2.73591721776246,0.353216922062599,0.701344162466434
"small_minn","cpi_inflation","ye",3,-6.41328802239173,0.574946595322128,1.13295569764657
"small_minn","cpi_inflation","ye",4,-12.8106030606845,0.826906819705858,1.5871906861574
"small_minn","cpi_inflation","ye",5,-23.360766228136,0.965478106020675,1.7914209570468
"small_minn","cpi_inflation","ye",6,-34.5578109970337,1.08584245740516,1.94661554126715
"small_minn","cpi_inflation","ye",7,-37.0598792622198,1.20749306123981,2.07351938917265
"small_minn","cpi_inflation","ye",8,-40.1204456633348,1.31809387818498,2.17701526213549
"small_minn","cpi_inflation","ye",9,-36.03071371977,1.40725710263184,2.26491899219329
"small_minn","gdp_growth","cum",10,-4.73646953491398,2.4093934673409,3.94156713066731
"small_minn","gdp_growth","cum",11,-3.79712854764417,2.39510269421382,3.97534386626784
"small_minn","gdp_growth","cum",12,-3.42211587269185,2.33723409451746,3.93771496176995
"small_minn","gdp_growth","cum",2,-20.1623061458242,1.04486796356415,2.2025062160261
"small_minn","gdp_growth","cum",3,-11.3675039708571,1.24296439654545,2.48521994243765
"small_minn","gdp_growth","cum",4,-9.69857189349047,1.41995094096733,2.63627370077392
"small_minn","gdp_growth","cum",5,-6.89950026796945,1.61845728187446,2.82248391469665
"small_minn","gdp_growth","cum",6,-7.54510071032825,1.91738692756944,3.25533940319358
"small_minn","gdp_growth","cum",7,-6.0301060775507,2.11076100360998,3.51331238196036
"small_minn","gdp_growth","cum",8,-5.22684814148381,2.25935108461994,3.73508546748663
"small_minn","gdp_growth","cum",9,-5.06095393219144,2.34832588090623,3.86483307428096
"small_minn","gdp_growth","q",1,-18.7165947756793,0.673851977986236,1.6124035390535
"small_minn","gdp_growth","q",10,-Inf,0.84022613505273,1.84443195547404
"small_minn","gdp_growth","q",11,-33.5446307747537,0.855789601751783,1.87483510798887
"small_minn","gdp_growth","q",12,-Inf,0.879669245323432,1.91482599720868
"small_minn","gdp_growth","q",2,-Inf,0.696706674256495,1.62932901089099
"small_minn","gdp_growth","q",3,-Inf,0.723662001315406,1.66973409724573
"small_minn","gdp_growth","q",4,-Inf,0.744407606619337,1.682662889237
"small_minn","gdp_growth","q",5,-27.1992106060119,0.759113743259825,1.71288479568915
"small_minn","gdp_growth","q",6,-27.7174572960234,0.777027396658755,1.74992990100775
"small_minn","gdp_growth","q",7,-30.7241571928514,0.789721236674323,1.76763804546317
"small_minn","gdp_growth","q",8,-Inf,0.801736559609289,1.79322202236908
"small_minn","gdp_growth","q",9,-Inf,0.817187644314905,1.81659750752949
"small_minn","gdp_growth","ye",1,-18.7165947756793,0.673851977986236,1.6124035390535
"small_minn","gdp_growth","ye",10,-14.0194599134103,1.55174496626424,2.83223267698464
"small_minn","gdp_growth","ye",11,-9.00236681388973,1.53341889850687,2.84269806815801
"small_minn","gdp_growth","ye",12,-12.9339741597065,1.52428944607103,2.85438708482892
"small_minn","gdp_growth","ye",2,-20.1623061458242,1.04486796356415,2.2025062160261
"small_minn","gdp_growth","ye",3,-11.3675039708571,1.24296439654545,2.48521994243765
"small_minn","gdp_growth","ye",4,-9.69857189349047,1.41995094096733,2.63627370077392
"small_minn","gdp_growth","ye",5,-13.1893032911509,1.46766264557578,2.70370960814159
"small_minn","gdp_growth","ye",6,-12.6990136984471,1.49272000159202,2.75234689751061
"small_minn","gdp_growth","ye",7,-12.0646580151021,1.52635662075158,2.77911338329493
"small_minn","gdp_growth","ye",8,-12.7693176291688,1.5504684225968,2.81097961867551
"small_minn","gdp_growth","ye",9,-12.7853409749083,1.54689588807556,2.82989242190262
"small_minn","unemp_rate","q",1,-7.0461977233203,0.15166096445437,0.349437918253826
"small_minn","unemp_rate","q",10,-2.26592566531458,0.782470009750691,1.36503851455538
"small_minn","unemp_rate","q",11,-2.0040352058607,0.793152355743888,1.37119038740929
"small_minn","unemp_rate","q",12,-1.8793314442732,0.786823579277768,1.36577940086317
"small_minn","unemp_rate","q",2,-4.05017058468386,0.292478925185915,0.585516408178511
"small_minn","unemp_rate","q",3,-2.99501061805632,0.43181412223076,0.798919393710174
"small_minn","unemp_rate","q",4,-2.84496989364984,0.528783756708186,0.948298901659266
"small_minn","unemp_rate","q",5,-3.22012052729712,0.599727539407305,1.07999348806917
"small_minn","unemp_rate","q",6,-3.22149845732155,0.663579166527309,1.181691862676
"small_minn","unemp_rate","q",7,-3.16752482808119,0.717666983311675,1.29095075943091
"small_minn","unemp_rate","q",8,-2.81520000934623,0.753115530609716,1.3384351380924
"small_minn","unemp_rate","q",9,-2.52454725069317,0.771158648024556,1.35862408914256
"small_ss","cash_rate","q",1,-0.0715293056308444,0.139475648108234,0.277641929553603
"small_ss","cash_rate","q",10,-2.44811243327969,1.46712583450604,2.31149317019337
"small_ss","cash_rate","q",11,-2.52977489039911,1.58436069493206,2.46315847380925
"small_ss","cash_rate","q",12,-2.62649186488584,1.67629592256992,2.57913767551139
"small_ss","cash_rate","q",2,-0.626372760462249,0.252267560643005,0.506588184500511
"small_ss","cash_rate","q",3,-1.0052539862388,0.374584370121449,0.729526647981726
"small_ss","cash_rate","q",4,-1.31703902372836,0.525108269393232,0.989759296674448
"small_ss","cash_rate","q",5,-1.58706461585486,0.685977001796928,1.24737542971479
"small_ss","cash_rate","q",6,-1.81476519319522,0.845220068128954,1.49062604883702
"small_ss","cash_rate","q",7,-2.03226460973606,0.999447473008459,1.70806533220848
"small_ss","cash_rate","q",8,-2.19693709796123,1.15098551095153,1.90799212324049
"small_ss","cash_rate","q",9,-2.32615336130375,1.31459718713067,2.11714105332434
"small_ss","cpi_inflation","cum",10,-31.2378988362826,2.92343849400174,4.52450019174815
"small_ss","cpi_inflation","cum",11,-29.6743525257799,3.27575892413882,4.97341954703472
"small_ss","cpi_inflation","cum",12,-27.4539333428876,3.66291206622326,5.42691228151779
"small_ss","cpi_inflation","cum",2,-2.46448070651289,0.355875481690717,0.697905217869666
"small_ss","cpi_inflation","cum",3,-7.38560723649469,0.58337684499891,1.12687805547278
"small_ss","cpi_inflation","cum",4,-14.4499878596444,0.849105668066342,1.58880142753808
"small_ss","cpi_inflation","cum",5,-20.0442708129852,1.14329538847964,2.0657619180088
"small_ss","cpi_inflation","cum",6,-25.562644844748,1.46532676097305,2.55484456981842
"small_ss","cpi_inflation","cum",7,-28.5845232856808,1.80781796288248,3.05219843185016
"small_ss","cpi_inflation","cum",8,-31.3234407397934,2.17070074913854,3.54919674619992
"small_ss","cpi_inflation","cum",9,-31.5550532390739,2.54582658242522,4.04440233451942
"small_ss","cpi_inflation","q",1,-0.352161964532311,0.171545273379443,0.332136868060516
"small_ss","cpi_inflation","q",10,-11.3247975579582,0.371375060912516,0.60410551262476
"small_ss","cpi_inflation","q",11,-9.98665689161963,0.366805527664815,0.590825686670683
"small_ss","cpi_inflation","q",12,-8.92543126611919,0.37074415058196,0.588309742002934
