"member","variable","measure","h","logdens","crps","rmse"
"combo_logscore","cpi_inflation","ye",3,-1.17346623308175,0.492589011032892,0.951004984378825
"combo_logscore","cpi_inflation","ye",4,-1.58772604291814,0.736106139094011,1.38777319021365
"combo_logscore","cpi_inflation","ye",5,-1.98105224079409,0.947068360676126,1.72170070141373
"combo_logscore","cpi_inflation","ye",6,-2.27013607313656,1.09817154413627,1.91863320625684
"combo_logscore","cpi_inflation","ye",7,-2.56496890246899,1.22876539512917,2.09168192504074
"combo_logscore","cpi_inflation","ye",8,-2.77494122473568,1.33487144808106,2.23650360215741
"combo_logscore","cpi_inflation","ye",9,-2.86339444199875,1.4342833912583,2.38699777055179
"combo_logscore","gdp_growth","cum",10,-3.21247548942054,3.50589506484468,7.39298612757602
"combo_logscore","gdp_growth","cum",11,-3.2317166897641,3.74670905631564,8.11572649191057
"combo_logscore","gdp_growth","cum",12,-3.20876647473566,3.99492465015734,8.81758202975602
"combo_logscore","gdp_growth","cum",2,-2.73282616185067,1.20923093371382,3.43171057955279
"combo_logscore","gdp_growth","cum",3,-2.20986097692351,1.5270031257556,4.59794436251459
"combo_logscore","gdp_growth","cum",4,-2.28011683176961,1.78893092515977,5.60335892155539
"combo_logscore","gdp_growth","cum",5,-2.68757461663051,2.66110895871287,6.95425036195731
"combo_logscore","gdp_growth","cum",6,-2.87807360505721,3.21628875141721,8.69197680690471
"combo_logscore","gdp_growth","cum",7,-3.03676296336621,3.82793099762857,10.116292598632
"combo_logscore","gdp_growth","cum",8,-3.12920356533517,4.35239588871664,11.6290549932853
"combo_logscore","gdp_growth","cum",9,-3.17201834397854,3.28317349466936,6.73195759759458
"combo_logscore","gdp_growth","q",1,-7.36260913791175,0.754385746078197,2.05365959519456
"combo_logscore","gdp_growth","q",10,-2.12908856686074,0.991377740898742,1.94893464117287
"combo_logscore","gdp_growth","q",11,-2.07830865445116,1.01859243434281,1.9987476297275
"combo_logscore","gdp_growth","q",12,-2.09514819538717,1.04183684542193,2.01114326747889
"combo_logscore","gdp_growth","q",2,-4.64430571866816,0.790953270669305,2.1056542841431
"combo_logscore","gdp_growth","q",3,-4.89596807009569,0.823666127397276,2.04706389071302
"combo_logscore","gdp_growth","q",4,-3.22798000199377,0.859575431912814,1.9701682259647
"combo_logscore","gdp_growth","q",5,-2.90897290560366,0.855697543867521,1.79469810568764
"combo_logscore","gdp_growth","q",6,-2.26883303133869,1.0647240893977,2.34662512744172
"combo_logscore","gdp_growth","q",7,-2.41719116309179,1.10345747540705,2.19065805544962
"combo_logscore","gdp_growth","q",8,-2.59194844384141,1.13381741394685,2.25422305434475
"combo_logscore","gdp_growth","q",9,-2.12091258834093,0.96856629938918,1.91574916809381
"combo_logscore","gdp_growth","ye",1,-7.36260913791175,0.745447719264069,2.05365959519456
"combo_logscore","gdp_growth","ye",10,-2.78784351818147,2.17302643806486,3.82095218512326
"combo_logscore","gdp_growth","ye",11,-2.78109753758424,2.19147296128708,3.88496219812337
"combo_logscore","gdp_growth","ye",12,-2.74781602671488,2.21335432361406,3.86945481996347
"combo_logscore","gdp_growth","ye",2,-2.73282616185067,1.19185954853257,3.43171057955279
"combo_logscore","gdp_growth","ye",3,-2.20986097692351,1.53769842781315,4.59794436251459
"combo_logscore","gdp_growth","ye",4,-2.28011683176961,1.80512631359549,5.60335892155539
"combo_logscore","gdp_growth","ye",5,-2.68591227094637,2.36296149244489,5.59066362468912
"combo_logscore","gdp_growth","ye",6,-2.69069575353894,2.45500707994065,5.69954239420884
"combo_logscore","gdp_growth","ye",7,-2.75603804052556,2.56956834620787,5.62421728715322
"combo_logscore","gdp_growth","ye",8,-2.78413086879863,2.6657713927752,5.840418505049
"combo_logscore","gdp_growth","ye",9,-2.74147149953499,2.12495588147174,3.83638762055983
"combo_logscore","unemp_rate","q",1,-0.13450577302714,0.232407247314788,0.58295210068392
"combo_logscore","unemp_rate","q",10,-1.87970882030247,0.803080862382878,1.35906976854239
"combo_logscore","unemp_rate","q",11,-1.90708185177715,0.807758918932374,1.36913006013862
"combo_logscore","unemp_rate","q",12,-1.92984962155261,0.847820671844965,1.38535748288942
"combo_logscore","unemp_rate","q",2,-0.712966056655242,0.347530135267734,0.748491551088002
"combo_logscore","unemp_rate","q",3,-1.10078662459836,0.455304698912831,0.936701664585984
"combo_logscore","unemp_rate","q",4,-1.30065544321888,0.532129365765527,1.04723321844347
"combo_logscore","unemp_rate","q",5,-1.38705907633093,0.604632064034373,1.13040360224657
"combo_logscore","unemp_rate","q",6,-1.54624858617042,0.681318859950587,1.21588147817878
"combo_logscore","unemp_rate","q",7,-1.72187551280526,0.741037905305534,1.28504256928697
"combo_logscore","unemp_rate","q",8,-1.84759173900634,0.773634482291335,1.3065688947325
"combo_logscore","unemp_rate","q",9,-1.82241535907393,0.768312556191289,1.34611586276919
"combo_pool","cash_rate","q",1,0.0976109509843036,0.129548816408878,0.279113085614566
"combo_pool","cash_rate","q",10,-2.4332983051674,1.48754409599703,2.50580961519878
"combo_pool","cash_rate","q",11,-2.53318421486962,1.63989007832667,2.68882250455622
"combo_pool","cash_rate","q",12,-2.63479670903742,1.7240935458986,2.85590339112715
"combo_pool","cash_rate","q",2,-0.597602422064326,0.243491734995262,0.484220661786083
"combo_pool","cash_rate","q",3,-1.02520663355221,0.376140176667777,0.723667417685468
"combo_pool","cash_rate","q",4,-1.4076738813868,0.54748367915972,1.00841209619193
"combo_pool","cash_rate","q",5,-1.6436207247383,0.75580249516204,1.4090296706464
"combo_pool","cash_rate","q",6,-1.8631866716776,0.908622237939814,1.67146697214344
"combo_pool","cash_rate","q",7,-2.05355976370741,1.06665997004363,1.92447659973116
"combo_pool","cash_rate","q",8,-2.20163920060409,1.22324666896615,2.16141559018907
"combo_pool","cash_rate","q",9,-2.31466851387197,1.33267430715262,2.2949568336165
"combo_pool","cpi_inflation","cum",10,-3.54722030645586,2.79927790635146,4.47695861386644
"combo_pool","cpi_inflation","cum",11,-3.76589087504889,3.14566373323878,4.9492789133268
"combo_pool","cpi_inflation","cum",12,-3.94463458820912,3.52287963683337,5.45448605478881
"combo_pool","cpi_inflation","cum",2,-0.68064330560025,0.315741280589046,0.619643448709226
"combo_pool","cpi_inflation","cum",3,-1.19318896439282,0.519775123720256,1.0151810164923
"combo_pool","cpi_inflation","cum",4,-1.59527051210196,0.761092142203292,1.44306337870775
"combo_pool","cpi_inflation","cum",5,-2.04458489549809,1.05258322506892,1.90986144627592
"combo_pool","cpi_inflation","cum",6,-2.36914263785523,1.36661563475591,2.36702741166
"combo_pool","cpi_inflation","cum",7,-2.73019541541682,1.66839867731461,2.85851564075798
"combo_pool","cpi_inflation","cum",8,-3.08362578252712,2.04254249766299,3.36143989913251
"combo_pool","cpi_inflation","cum",9,-3.28920722396643,2.39762599184141,3.94529680218094
"combo_pool","cpi_inflation","q",1,0.00996459912703314,0.147024431865406,0.284782654119833
"combo_pool","cpi_inflation","q",10,-1.39965539813909,0.384585957314998,0.645381710014405
"combo_pool","cpi_inflation","q",11,-1.41601749932534,0.390437427011455,0.632385251728805
"combo_pool","cpi_inflation","q",12,-1.47342671936434,0.391365282189979,0.627782304610699
"combo_pool","cpi_inflation","q",2,-0.210365006856398,0.188264144772263,0.368806337250074
"combo_pool","cpi_inflation","q",3,-0.466257534409469,0.228862891657494,0.434594803931849
"combo_pool","cpi_inflation","q",4,-0.672428929170941,0.256553942556878,0.481836004548656
"combo_pool","cpi_inflation","q",5,-0.798486869580018,0.284279376164479,0.515027193682324
"combo_pool","cpi_inflation","q",6,-1.0720785397332,0.307311051484443,0.54356960720975
"combo_pool","cpi_inflation","q",7,-1.26922058304713,0.333680577006015,0.578789691968318
"combo_pool","cpi_inflation","q",8,-1.38503190157651,0.354426857343777,0.602284257859992
"combo_pool","cpi_inflation","q",9,-1.37643942113776,0.371613710243787,0.636053332476957
"combo_pool","cpi_inflation","ye",1,0.0099645991270332,0.144317812773934,0.284782654119833
"combo_pool","cpi_inflation","ye",10,-2.97716410110006,1.47931880932347,2.41327315209075
"combo_pool","cpi_inflation","ye",11,-3.0000978760161,1.51761829306326,2.45786801287079
"combo_pool","cpi_inflation","ye",12,-3.05657958494174,1.53997399645051,2.47452964402979
"combo_pool","cpi_inflation","ye",2,-0.68064330560025,0.311429019569051,0.619643448709226
"combo_pool","cpi_inflation","ye",3,-1.19318896439282,0.523459887039397,1.0151810164923
"combo_pool","cpi_inflation","ye",4,-1.59527051210196,0.761258900011669,1.44306337870775
"combo_pool","cpi_inflation","ye",5,-1.94156702937154,0.931535657314039,1.68592792426043
"combo_pool","cpi_inflation","ye",6,-2.23310268562977,1.05605023581581,1.85878459585918
"combo_pool","cpi_inflation","ye",7,-2.54139042874869,1.18893411305809,2.01664317590822
"combo_pool","cpi_inflation","ye",8,-2.76674690868758,1.29273796193135,2.15439525091387
"combo_pool","cpi_inflation","ye",9,-2.86068030045769,1.39513856084234,2.31128392615148
"combo_pool","gdp_growth","cum",10,-3.14099220999577,3.35099820715866,7.41783523750546
"combo_pool","gdp_growth","cum",11,-3.16417759348179,3.48776034656805,8.12837243133546
"combo_pool","gdp_growth","cum",12,-3.15170658185252,3.68543390142016,8.82162394305406
"combo_pool","gdp_growth","cum",2,-2.78494376941496,1.00457522173249,2.49958759227256
"combo_pool","gdp_growth","cum",3,-2.2904587052932,1.25744031661176,3.03489515744573
"combo_pool","gdp_growth","cum",4,-2.38152165639625,1.42486302163288,3.36093499579923
"combo_pool","gdp_growth","cum",5,-2.51870804841754,1.72746543241216,3.96925300802517
"combo_pool","gdp_growth","cum",6,-2.7235769520692,2.14947861215326,4.90120440491693
"combo_pool","gdp_growth","cum",7,-2.86661017158947,2.34667210081017,5.58692343095221
"combo_pool","gdp_growth","cum",8,-2.96151928398114,2.65077384153197,6.33746439240473
"combo_pool","gdp_growth","cum",9,-3.09438452825063,3.12059814919466,6.7426776784824
"combo_pool","gdp_growth","q",1,-7.39866059220363,0.642481091791235,1.68827355925077
"combo_pool","gdp_growth","q",10,-2.03170651071898,0.958453242450034,1.95023584488748
"combo_pool","gdp_growth","q",11,-1.98995535142232,0.983493539642953,1.99790343307439
"combo_pool","gdp_growth","q",12,-2.03006878204555,1.0175591868098,2.01157201572211
"combo_pool","gdp_growth","q",2,-4.68685647056377,0.705089764837051,1.74533512723849
"combo_pool","gdp_growth","q",3,-4.91962386879556,0.75470186682423,1.75543301837867
"combo_pool","gdp_growth","q",4,-3.24028715164556,0.758269648910245,1.72389281746241
"combo_pool","gdp_growth","q",5,-2.74282624381403,0.761101915318593,1.67545052114437
"combo_pool","gdp_growth","q",6,-2.04803936040727,0.863730591937767,1.90977990279572
"combo_pool","gdp_growth","q",7,-2.17053313259766,0.886029779434453,1.87262043321787
"combo_pool","gdp_growth","q",8,-2.33268875044785,0.931056607561955,1.92119034593995
"combo_pool","gdp_growth","q",9,-2.00297726449167,0.940213315576338,1.91392672658309
"combo_pool","gdp_growth","ye",1,-7.39866059220363,0.64360528911178,1.68827355925077
"combo_pool","gdp_growth","ye",10,-2.65938580566629,1.99449922406238,3.8169745445442
"combo_pool","gdp_growth","ye",11,-2.66620994072787,2.01592902251683,3.88164025996827
"combo_pool","gdp_growth","ye",12,-2.65917858056841,2.0474904671032,3.86732626775872
"combo_pool","gdp_growth","ye",2,-2.78494376941496,1.00431368874526,2.49958759227256
"combo_pool","gdp_growth","ye",3,-2.2904587052932,1.25402188293212,3.03489515744573
"combo_pool","gdp_growth","ye",4,-2.38152165639625,1.42285672280421,3.36093499579923
"combo_pool","gdp_growth","ye",5,-2.49712779950177,1.62422515731812,3.41673523430702
"combo_pool","gdp_growth","ye",6,-2.45785396849193,1.6418681561627,3.43371718916614
"combo_pool","gdp_growth","ye",7,-2.50754839023851,1.75702577789746,3.45574648310847
"combo_pool","gdp_growth","ye",8,-2.54212472372661,1.79062357503906,3.67048519230223
"combo_pool","gdp_growth","ye",9,-2.59962321308003,1.98630297386008,3.82237081753915
"combo_pool","unemp_rate","q",1,-0.0551474526303593,0.174333772774028,0.425884069113962
"combo_pool","unemp_rate","q",10,-1.9170270915342,0.817692812760125,1.36878461800867
"combo_pool","unemp_rate","q",11,-1.94863827915535,0.829904302855649,1.38040810262424
"combo_pool","unemp_rate","q",12,-1.97281479952525,0.870847718147577,1.40001397023475
"combo_pool","unemp_rate","q",2,-0.696559134776082,0.297431949055446,0.620022073979229
"combo_pool","unemp_rate","q",3,-1.09356997295379,0.412757323957239,0.796625524758748
"combo_pool","unemp_rate","q",4,-1.35808809134355,0.490481110737222,0.919308240875026
"combo_pool","unemp_rate","q",5,-1.44922154210396,0.60464680083716,1.09056559878202
"combo_pool","unemp_rate","q",6,-1.60074043395764,0.673607428391016,1.17186196380359
"combo_pool","unemp_rate","q",7,-1.7692773027778,0.736499112732064,1.23913597096909
"combo_pool","unemp_rate","q",8,-1.89573825806159,0.765372196116326,1.25998173215297
"combo_pool","unemp_rate","q",9,-1.86105734318957,0.789408105777776,1.35506163446093
"medium_conj","cash_rate","q",1,-0.226203462298593,0.192043034885589,0.479296810506187
"medium_conj","cash_rate","q",10,-2.67926530379699,1.65298100907106,2.88825517420449
"medium_conj","cash_rate","q",11,-2.83724841350325,1.84817756798652,3.15292470946434
"medium_conj","cash_rate","q",12,-3.07839737540113,2.05255224016474,3.41754671342673
"medium_conj","cash_rate","q",2,-0.755762142225305,0.323350778010146,0.766542756738122
"medium_conj","cash_rate","q",3,-1.061033111918,0.431440004026242,0.965266726068297
"medium_conj","cash_rate","q",4,-1.32123749298274,0.571986777066983,1.21842584486122
"medium_conj","cash_rate","q",5,-1.59936482266732,0.733180352457345,1.49332736417054
"medium_conj","cash_rate","q",6,-1.83204560007875,0.899978277741119,1.76182727813519
"medium_conj","cash_rate","q",7,-2.03688860043228,1.06359415188634,2.01909159975369
"medium_conj","cash_rate","q",8,-2.22944604578138,1.23903342475719,2.28031456635606
"medium_conj","cash_rate","q",9,-2.44275947733517,1.44913090595312,2.59250293767211
"medium_conj","cpi_inflation","cum",10,-35.8770368214219,3.09190778681399,4.86086581449129
"medium_conj","cpi_inflation","cum",11,-36.0247987385871,3.54500429641247,5.40063990479973
"medium_conj","cpi_inflation","cum",12,-35.2790151006242,4.02889008946496,5.95147880718254
"medium_conj","cpi_inflation","cum",2,-2.02006708913814,0.396164323602602,0.82196644950854
"medium_conj","cpi_inflation","cum",3,-5.27808883987165,0.628967000077416,1.27550868630799
"medium_conj","cpi_inflation","cum",4,-9.19974720654291,0.894895020023341,1.75030176093283
"medium_conj","cpi_inflation","cum",5,-17.0560221818415,1.18789967879868,2.23840831684504
"medium_conj","cpi_inflation","cum",6,-22.6628682563815,1.50021335664964,2.73658977464322
"medium_conj","cpi_inflation","cum",7,-29.2063000625459,1.85239842588462,3.25234068882593
"medium_conj","cpi_inflation","cum",8,-32.0557933316584,2.23392642346901,3.7771292003632
"medium_conj","cpi_inflation","cum",9,-36.5455915449439,2.65123427570558,4.3160684523055
"medium_conj","cpi_inflation","q",1,-0.224342170444717,0.191431542230404,0.400065349370018
"medium_conj","cpi_inflation","q",10,-15.9369867786608,0.395618447858936,0.655233727942701
"medium_conj","cpi_inflation","q",11,-15.8270804687218,0.406618815799161,0.653058489827987
"medium_conj","cpi_inflation","q",12,-13.388606112105,0.426485450492249,0.654875414109002
"medium_conj","cpi_inflation","q",2,-1.12328158318009,0.217800134348321,0.449783670664735
"medium_conj","cpi_inflation","q",3,-3.52454966427774,0.242933491438049,0.485311720654983
"medium_conj","cpi_inflation","q",4,-7.7503402617223,0.271858659528466,0.517931193499344
"medium_conj","cpi_inflation","q",5,-13.9313490323983,0.29793563646143,0.546999526795089
"medium_conj","cpi_inflation","q",6,-18.2039038564736,0.320901764788343,0.571796853471372
"medium_conj","cpi_inflation","q",7,-17.1051136088977,0.345029081650591,0.602113691135302
"medium_conj","cpi_inflation","q",8,-16.6418897637676,0.366693630186409,0.622680177816197
"medium_conj","cpi_inflation","q",9,-16.2026571084732,0.383526201697592,0.644236639670105
"medium_conj","cpi_inflation","ye",1,-0.224342170444717,0.191431542230404,0.400065349370018
"medium_conj","cpi_inflation","ye",10,-33.5600122096247,1.5234857354861,2.45938898182027
"medium_conj","cpi_inflation","ye",11,-31.6965387901092,1.59006716434583,2.51500175981592
"medium_conj","cpi_inflation","ye",12,-29.2580855616614,1.65281236441527,2.54808516855323
"medium_conj","cpi_inflation","ye",2,-2.02006708913814,0.396164323602602,0.82196644950854
"medium_conj","cpi_inflation","ye",3,-5.27808883987165,0.628967000077416,1.27550868630799
"medium_conj","cpi_inflation","ye",4,-9.19974720654291,0.894895020023341,1.75030176093283
"medium_conj","cpi_inflation","ye",5,-22.1712066702303,1.01995052742472,1.90590635014026
"medium_conj","cpi_inflation","ye",6,-32.1992726427807,1.13517985620243,2.0303383290177
"medium_conj","cpi_inflation","ye",7,-40.1391394441724,1.24965436079016,2.15294783663454
"medium_conj","cpi_inflation","ye",8,-41.2767991733931,1.35434122985443,2.26511198706582
"medium_conj","cpi_inflation","ye",9,-37.290699861467,1.44318098551943,2.3693416777272
"medium_conj","gdp_growth","cum",10,-3.37982777560221,2.27397060739763,3.97799697191142
"medium_conj","gdp_growth","cum",11,-3.44466274764701,2.2735204415361,4.04590034291205
"medium_conj","gdp_growth","cum",12,-3.16126198301402,2.23783295028453,4.02951061247632
"medium_conj","gdp_growth","cum",2,-18.862474178711,1.03086967603936,2.24200837887316
"medium_conj","gdp_growth","cum",3,-10.9684816588211,1.22930460687541,2.54120775419316
"medium_conj","gdp_growth","cum",4,-6.93060220507495,1.38285990759421,2.68982376300088
"medium_conj","gdp_growth","cum",5,-5.91275133062157,1.55813194113711,2.83920525719617
"medium_conj","gdp_growth","cum",6,-5.0396298606119,1.82915405507337,3.28081268350494
"medium_conj","gdp_growth","cum",7,-3.75011715550059,2.01563315691239,3.54726170736778
"medium_conj","gdp_growth","cum",8,-4.49589005508695,2.13850346477861,3.77425179403243
"medium_conj","gdp_growth","cum",9,-4.05157700058317,2.23169500660787,3.90861705418443
"medium_conj","gdp_growth","q",1,-Inf,0.671764153983542,1.61556298099363
"medium_conj","gdp_growth","q",10,-34.7936631372482,0.835150384641515,1.84460334561603
"medium_conj","gdp_growth","q",11,-Inf,0.859514590535712,1.89100229900274
"medium_conj","gdp_growth","q",12,-35.2563341284286,0.876079427587346,1.90419906691027
"medium_conj","gdp_growth","q",2,-Inf,0.700480334263185,1.64144862691178
"medium_conj","gdp_growth","q",3,-Inf,0.728177038453807,1.66927650085488
"medium_conj","gdp_growth","q",4,-Inf,0.7573613458312,1.70373521395191
"medium_conj","gdp_growth","q",5,-Inf,0.753031520635907,1.71040695929606
"medium_conj","gdp_growth","q",6,-Inf,0.7776156040104,1.75049849431237
"medium_conj","gdp_growth","q",7,-24.6970188947634,0.786651791479529,1.76722199532569
"medium_conj","gdp_growth","q",8,-Inf,0.799947164536501,1.79362518974796
"medium_conj","gdp_growth","q",9,-Inf,0.817775184497684,1.81939349631871
"medium_conj","gdp_growth","ye",1,-Inf,0.671764153983542,1.61556298099363
"medium_conj","gdp_growth","ye",10,-12.4536115683893,1.52313944687554,2.83978248146965
"medium_conj","gdp_growth","ye",11,-11.3245042520451,1.53143354715203,2.86039476684914
"medium_conj","gdp_growth","ye",12,-10.6477832877542,1.51699660853866,2.85887156054332
"medium_conj","gdp_growth","ye",2,-18.862474178711,1.03086967603936,2.24200837887316
"medium_conj","gdp_growth","ye",3,-10.9684816588211,1.22930460687541,2.54120775419316
"medium_conj","gdp_growth","ye",4,-6.93060220507495,1.38285990759421,2.68982376300088
"medium_conj","gdp_growth","ye",5,-10.8382069102912,1.43130939607883,2.7062379703755
"medium_conj","gdp_growth","ye",6,-10.988162203078,1.46430285022686,2.74178366069483
"medium_conj","gdp_growth","ye",7,-7.85203376487944,1.50237501259757,2.79252519598344
"medium_conj","gdp_growth","ye",8,-11.2727658212586,1.51116720255932,2.79759124803828
"medium_conj","gdp_growth","ye",9,-11.4545088855087,1.52793775001428,2.85027912031548
"medium_conj","unemp_rate","q",1,-5.68680366588825,0.162759242015921,0.374839217356722
"medium_conj","unemp_rate","q",10,-2.34423540744651,0.865280398298613,1.54689315337023
"medium_conj","unemp_rate","q",11,-2.13115670707991,0.888679563768662,1.56406655061838
"medium_conj","unemp_rate","q",12,-2.09674767467586,0.896378397587532,1.57446814082767
"medium_conj","unemp_rate","q",2,-3.36354598548882,0.305815477766317,0.632487277818995
"medium_conj","unemp_rate","q",3,-2.05047485840651,0.448084638295807,0.875443255728603
"medium_conj","unemp_rate","q",4,-1.87027963092433,0.544769223859097,1.04958061169359
"medium_conj","unemp_rate","q",5,-2.06751749694912,0.625835957288412,1.19657669693473
"medium_conj","unemp_rate","q",6,-2.37561652216378,0.699872169788256,1.29088634992577
"medium_conj","unemp_rate","q",7,-2.56864170022612,0.769959725102445,1.42302940314154
"medium_conj","unemp_rate","q",8,-2.45557853406899,0.819535540784933,1.48691574690009
"medium_conj","unemp_rate","q",9,-2.44608470623285,0.841936754594888,1.52264920198696
"medium_minn","cash_rate","q",1,-0.444759603648225,0.112717182241446,0.247951858972564
"medium_minn","cash_rate","q",10,-2.88979542979626,1.96169599826933,3.35991680159979
"medium_minn","cash_rate","q",11,-2.97027729106614,2.19954332795006,3.70803202039595
"medium_minn","cash_rate","q",12,-3.11097215377196,2.46731031373116,4.09792819626792
"medium_minn","cash_rate","q",2,-0.759864141789659,0.227890923166271,0.463650885436762
"medium_minn","cash_rate","q",3,-1.09826476512066,0.373449475919115,0.718091719104247
"medium_minn","cash_rate","q",4,-1.43892363913077,0.55900299201978,1.0328722835491
"medium_minn","cash_rate","q",5,-1.92399482839152,0.758182311347662,1.36476036833346
"medium_minn","cash_rate","q",6,-2.15564920236113,0.980993078227732,1.72925577001228
"medium_minn","cash_rate","q",7,-2.4131680763589,1.22077299000211,2.13152350715026
"medium_minn","cash_rate","q",8,-2.86038116329408,1.46171350092808,2.5250959431446
"medium_minn","cash_rate","q",9,-2.88459899434206,1.71972638069592,2.96567397781343
"medium_minn","cpi_inflation","cum",10,-5.95895663131187,3.03181240974498,4.96120846399759
"medium_minn","cpi_inflation","cum",11,-5.9125367199554,3.50594776602035,5.6027656358455
"medium_minn","cpi_inflation","cum",12,-5.63319575277169,4.00160649532072,6.2571787981741
"medium_minn","cpi_inflation","cum",2,-0.993819664288362,0.35352578551449,0.720666808583824
"medium_minn","cpi_inflation","cum",3,-2.32978043946278,0.569476573413759,1.14400808461648
"medium_minn","cpi_inflation","cum",4,-4.76272388688528,0.81440465936916,1.59897190049113
"medium_minn","cpi_inflation","cum",5,-8.05124326257159,1.0924932875714,2.0819526693974
"medium_minn","cpi_inflation","cum",6,-9.15287989154242,1.39902292589107,2.59361762407083
"medium_minn","cpi_inflation","cum",7,-8.30454600229316,1.75146072860636,3.14607271828379
"medium_minn","cpi_inflation","cum",8,-7.86711730392703,2.1413175873279,3.72187335453369
"medium_minn","cpi_inflation","cum",9,-6.13266414023992,2.57195175297876,4.33029344107614
"medium_minn","cpi_inflation","q",1,-0.117590037190406,0.165477608630003,0.341013376759878
"medium_minn","cpi_inflation","q",10,-1.9612201429245,0.414016224125955,0.723616827210941
"medium_minn","cpi_inflation","q",11,-3.44030749477696,0.429828789488622,0.728231543989836
"medium_minn","cpi_inflation","q",12,-2.22385681358168,0.443716164490445,0.732641413542163
"medium_minn","cpi_inflation","q",2,-0.372201474110895,0.205042517579915,0.409502058754638
"medium_minn","cpi_inflation","q",3,-1.65678855642481,0.23305752410731,0.457348437444384
"medium_minn","cpi_inflation","q",4,-1.4272667039637,0.263725409448849,0.502987071020805
"medium_minn","cpi_inflation","q",5,-1.30191330703067,0.288224005269863,0.544169133894589
"medium_minn","cpi_inflation","q",6,-2.50295212451201,0.314509176426655,0.581843205777317
"medium_minn","cpi_inflation","q",7,-2.26619068050473,0.341345346183464,0.631034219069832
"medium_minn","cpi_inflation","q",8,-2.22093549694494,0.364196588069988,0.658250537328257
"medium_minn","cpi_inflation","q",9,-2.09342610373781,0.392153441619964,0.687900850949998
"medium_minn","cpi_inflation","ye",1,-0.117590037190406,0.165477608630003,0.341013376759878
"medium_minn","cpi_inflation","ye",10,-3.11644110142372,1.54265448960154,2.64838101383714
"medium_minn","cpi_inflation","ye",11,-3.30274386148441,1.63430484078249,2.75277188924044
"medium_minn","cpi_inflation","ye",12,-5.83085771291587,1.71361555631113,2.83037605015358
"medium_minn","cpi_inflation","ye",2,-0.993819664288362,0.35352578551449,0.720666808583824
"medium_minn","cpi_inflation","ye",3,-2.32978043946278,0.569476573413759,1.14400808461648
"medium_minn","cpi_inflation","ye",4,-4.76272388688528,0.81440465936916,1.59897190049113
"medium_minn","cpi_inflation","ye",5,-8.77206841617371,0.952715344189641,1.81216323936394
"medium_minn","cpi_inflation","ye",6,-8.33357469513172,1.07648063160455,1.9928346415853
"medium_minn","cpi_inflation","ye",7,-7.09991438762996,1.20399121472449,2.1794252293059
"medium_minn","cpi_inflation","ye",8,-5.02807165138763,1.32136699682804,2.34717278338402
"medium_minn","cpi_inflation","ye",9,-4.15433063760661,1.43866423513732,2.50099815192433
"medium_minn","gdp_growth","cum",10,-2.83493911741065,2.23101837940808,4.1122215427161
"medium_minn","gdp_growth","cum",11,-3.08640146707736,2.29793078252458,4.2129751918813
"medium_minn","gdp_growth","cum",12,-2.84037926196201,2.31378337925185,4.31898969480292
"medium_minn","gdp_growth","cum",2,-8.06336332416298,0.93815455568468,2.20136675125323
"medium_minn","gdp_growth","cum",3,-3.48378511787756,1.12819794084565,2.50606585069344
"medium_minn","gdp_growth","cum",4,-3.32900467494702,1.2749321208199,2.64370491902246
"medium_minn","gdp_growth","cum",5,-3.3181801156948,1.404577178354,2.76611992602421
"medium_minn","gdp_growth","cum",6,-3.1504038497325,1.64155404477525,3.22011664733128
"medium_minn","gdp_growth","cum",7,-3.84531547848812,1.84214660022762,3.51087786185485
"medium_minn","gdp_growth","cum",8,-2.77712874328628,1.99454184172191,3.80310977986828
"medium_minn","gdp_growth","cum",9,-2.82159882592549,2.13029335689381,3.96930511755035
"medium_minn","gdp_growth","q",1,-12.0382920750809,0.609930148404792,1.5782762588709
"medium_minn","gdp_growth","q",10,-11.0709396604902,0.879040779171722,1.86349904201755
"medium_minn","gdp_growth","q",11,-10.5042315429772,0.895173479507297,1.88598609928715
"medium_minn","gdp_growth","q",12,-7.63289309576916,0.924548050077535,1.93037264886348
"medium_minn","gdp_growth","q",2,-17.0120582130566,0.685487787292787,1.65036198036404
"medium_minn","gdp_growth","q",3,-19.9903438632052,0.720158581609311,1.67015312274656
"medium_minn","gdp_growth","q",4,-13.9100802283539,0.743208991727716,1.70100451754228
"medium_minn","gdp_growth","q",5,-23.7120379191348,0.760126827043091,1.71172200120779
"medium_minn","gdp_growth","q",6,-22.6750716502407,0.794605038344593,1.73595869582255
"medium_minn","gdp_growth","q",7,-15.8192972226843,0.82962492845553,1.77555730643246
"medium_minn","gdp_growth","q",8,-24.4201448520595,0.840311951808642,1.8097437395838
"medium_minn","gdp_growth","q",9,-18.9058116125871,0.867588944061933,1.82757794920432
"medium_minn","gdp_growth","ye",1,-12.0382920750809,0.609930148404792,1.5782762588709
"medium_minn","gdp_growth","ye",10,-3.11790569678146,1.62964843903376,2.90410817214027
"medium_minn","gdp_growth","ye",11,-3.90055193677472,1.64127937235554,2.89593613230088
"medium_minn","gdp_growth","ye",12,-2.98364765822962,1.62784926758525,2.92119817844837
"medium_minn","gdp_growth","ye",2,-8.06336332416297,0.93815455568468,2.20136675125323
"medium_minn","gdp_growth","ye",3,-3.48378511787756,1.12819794084565,2.50606585069344
"medium_minn","gdp_growth","ye",4,-3.32900467494702,1.2749321208199,2.64370491902246
